order_id,customer_id,customer_segment,order_date,due_date,product_type,quantity,estimated_production_time,resource_available,machine_id,status,priority_score
O11874,C1345,C,2025-07-04,2025-07-06,Doohickey,99,20.62,9,M1,queued,3.14
O11875,C1135,B,2025-05-12,2025-05-20,Gadget,13,3.19,11,M2,in progress,4.48
O11876,C1300,A,2025-06-26,2025-07-09,Widget,39,9.28,7,M2,queued,3.87
O11877,C1196,B,2025-06-04,2025-06-15,Gadget,15,4.61,9,M1,in progress,3.14
O11878,C1422,C,2025-07-04,2025-07-10,Thingamajig,29,8.54,10,M3,queued,2.75
O11879,C1327,B,2025-07-01,2025-07-07,Gadget,29,6.22,9,M3,in progress,4.98
O11880,C1482,B,2025-05-22,2025-06-05,Thingamajig,75,11.8,6,M2,queued,1.22
O11881,C1191,B,2025-05-13,2025-05-25,Gadget,32,8.38,6,M1,queued,2.36
O11882,C1056,B,2025-05-13,2025-05-25,Widget,2,0.65,11,M4,queued,3.14
O11883,C1346,A,2025-05-25,2025-05-31,Thingamajig,47,14.41,6,M3,in progress,6.16
O11884,C1120,C,2025-05-13,2025-05-27,Thingamajig,78,31.12,9,M1,in progress,-2.71
O11885,C1242,A,2025-06-19,2025-06-30,Widget,84,21.87,7,M4,queued,3.41
O11886,C1013,C,2025-06-01,2025-06-03,Thingamajig,22,6.41,8,M2,queued,4.56
O11887,C1318,B,2025-06-24,2025-06-26,Gadget,75,27.54,8,M4,in progress,4.45
O11888,C1453,C,2025-07-03,2025-07-06,Gadget,27,7.1,11,M2,queued,4.09
O11889,C1483,B,2025-05-06,2025-05-15,Thingamajig,67,20.0,5,M1,in progress,2.4
O11890,C1288,B,2025-05-20,2025-05-30,Gadget,81,22.12,8,M3,queued,1.79
O11891,C1168,A,2025-07-01,2025-07-12,Thingamajig,56,9.54,8,M5,queued,4.65
O11892,C1469,C,2025-06-04,2025-06-18,Doohickey,92,19.56,6,M3,in progress,-1.56
O11893,C1313,B,2025-06-05,2025-06-12,Gadget,93,24.72,6,M1,in progress,2.73
O11894,C1114,A,2025-05-22,2025-06-02,Thingamajig,21,5.95,9,M1,queued,5.0
O11895,C1332,A,2025-05-22,2025-05-26,Gadget,47,14.54,11,M2,in progress,6.95
O11896,C1033,A,2025-06-09,2025-06-13,Doohickey,80,14.59,5,M4,in progress,6.94
O11897,C1326,B,2025-05-08,2025-05-16,Doohickey,59,11.05,11,M3,queued,3.69
O11898,C1422,A,2025-05-29,2025-06-08,Gadget,84,25.68,4,M5,queued,3.43
O11899,C1238,B,2025-06-05,2025-06-15,Doohickey,6,1.17,10,M4,queued,3.88
O11900,C1466,B,2025-05-18,2025-05-26,Gadget,19,3.9,5,M1,queued,4.41
O11901,C1359,B,2025-07-02,2025-07-07,Widget,57,14.34,5,M5,queued,4.57
O11902,C1155,C,2025-06-23,2025-07-07,Widget,69,26.45,7,M5,queued,-2.24
O11903,C1333,B,2025-06-13,2025-06-24,Doohickey,3,0.76,11,M2,queued,3.52
O11904,C1210,B,2025-06-22,2025-06-29,Gadget,1,0.25,9,M3,in progress,5.18
O11905,C1060,B,2025-05-24,2025-06-04,Widget,58,22.98,7,M1,queued,1.3
O11906,C1072,B,2025-05-20,2025-05-27,Thingamajig,38,9.11,5,M5,in progress,4.29
O11907,C1024,C,2025-06-25,2025-06-27,Thingamajig,15,4.93,5,M3,in progress,4.71
O11908,C1485,B,2025-05-08,2025-05-11,Thingamajig,34,13.31,5,M4,queued,5.47
O11909,C1020,B,2025-06-10,2025-06-15,Gadget,61,23.82,8,M2,queued,3.62
O11910,C1156,B,2025-06-18,2025-06-22,Doohickey,35,7.4,11,M3,in progress,5.66
O11911,C1253,C,2025-05-24,2025-05-29,Gadget,64,22.03,10,M2,queued,1.8
O11912,C1060,B,2025-05-23,2025-06-04,Doohickey,25,3.78,10,M3,queued,2.82
O11913,C1050,C,2025-06-17,2025-07-01,Gadget,24,8.95,7,M4,in progress,-0.5
O11914,C1121,A,2025-06-06,2025-06-20,Gadget,12,3.33,5,M1,queued,4.07
O11915,C1455,A,2025-06-02,2025-06-08,Gadget,18,3.82,10,M3,delayed,7.22
O11916,C1276,A,2025-05-08,2025-05-17,Widget,15,3.71,6,M1,in progress,6.03
O11917,C1070,C,2025-06-07,2025-06-12,Thingamajig,80,31.92,11,M5,queued,0.81
O11918,C1199,C,2025-06-05,2025-06-16,Thingamajig,27,5.48,10,M5,queued,1.05
O11919,C1233,B,2025-06-02,2025-06-06,Gadget,72,22.23,9,M4,delayed,4.18
O11920,C1190,B,2025-07-01,2025-07-14,Thingamajig,60,12.1,11,M4,delayed,1.59
O11921,C1344,B,2025-05-21,2025-05-31,Thingamajig,46,7.13,9,M5,queued,3.29
O11922,C1487,B,2025-05-29,2025-06-09,Doohickey,89,15.66,10,M2,in progress,2.03
O11923,C1381,B,2025-05-31,2025-06-04,Widget,17,3.99,6,M5,in progress,6.0
O11924,C1357,B,2025-06-25,2025-07-03,Thingamajig,93,37.15,9,M5,queued,1.08
O11925,C1485,C,2025-05-16,2025-05-20,Gadget,53,13.36,8,M1,in progress,3.06
O11926,C1277,C,2025-06-26,2025-07-10,Gadget,8,1.52,10,M2,queued,0.25
O11927,C1215,B,2025-05-28,2025-06-07,Doohickey,79,12.47,8,M1,queued,2.75
O11928,C1301,B,2025-05-28,2025-06-03,Thingamajig,27,8.25,10,M5,queued,4.77
O11929,C1381,A,2025-06-09,2025-06-20,Gadget,46,17.24,4,M1,queued,3.88
O11930,C1373,A,2025-06-04,2025-06-11,Gadget,50,17.12,4,M3,in progress,5.49
O11931,C1080,C,2025-06-03,2025-06-13,Widget,71,12.7,4,M2,queued,0.73
O11932,C1454,B,2025-06-02,2025-06-14,Thingamajig,3,1.16,9,M4,in progress,3.08
O11933,C1213,B,2025-06-23,2025-06-30,Widget,93,26.05,8,M2,queued,2.6
O11934,C1336,C,2025-06-24,2025-07-07,Widget,64,17.34,8,M5,delayed,-0.93
O11935,C1051,C,2025-06-17,2025-07-01,Thingamajig,44,14.0,8,M1,queued,-1.0
O11936,C1427,C,2025-05-15,2025-05-27,Widget,53,9.11,6,M1,queued,0.29
O11937,C1251,B,2025-05-15,2025-05-20,Thingamajig,24,4.89,8,M2,delayed,5.51
O11938,C1316,C,2025-06-17,2025-06-25,Thingamajig,60,20.87,6,M3,queued,0.71
O11939,C1209,C,2025-06-08,2025-06-17,Thingamajig,3,0.86,4,M4,queued,2.31
O11940,C1481,B,2025-06-29,2025-07-07,Widget,20,7.25,4,M3,queued,4.07
O11941,C1488,B,2025-06-30,2025-07-10,Thingamajig,46,17.72,9,M2,queued,2.23
O11942,C1144,B,2025-05-13,2025-05-19,Thingamajig,15,2.44,10,M2,queued,5.36
O11943,C1017,B,2025-05-18,2025-05-20,Gadget,25,6.11,4,M4,in progress,6.59
O11944,C1354,B,2025-05-31,2025-06-02,Widget,94,20.53,10,M2,in progress,5.15
O11945,C1190,B,2025-06-19,2025-06-25,Widget,78,30.87,10,M1,queued,2.51
O11946,C1112,A,2025-05-09,2025-05-22,Thingamajig,71,11.44,11,M2,queued,3.66
O11947,C1228,C,2025-05-11,2025-05-19,Gadget,17,3.65,9,M5,queued,2.43
O11948,C1228,C,2025-05-06,2025-05-15,Gadget,84,24.5,5,M4,queued,-0.05
O11949,C1487,C,2025-06-03,2025-06-07,Doohickey,9,1.46,5,M3,queued,4.25
O11950,C1121,B,2025-05-21,2025-05-27,Doohickey,38,13.52,7,M2,queued,4.25
O11951,C1438,B,2025-06-10,2025-06-16,Gadget,48,18.64,11,M3,in progress,3.74
O11952,C1186,B,2025-05-26,2025-06-01,Widget,60,15.89,9,M3,queued,4.01
O11953,C1051,B,2025-05-25,2025-06-08,Widget,63,10.59,7,M1,queued,1.34
O11954,C1352,B,2025-06-11,2025-06-14,Thingamajig,86,15.6,7,M5,queued,5.24
O11955,C1189,B,2025-05-09,2025-05-19,Doohickey,2,0.68,11,M4,in progress,3.93
O11956,C1279,B,2025-06-21,2025-06-28,Gadget,88,20.32,5,M3,queued,3.17
O11957,C1462,B,2025-06-07,2025-06-11,Thingamajig,72,22.47,9,M1,queued,4.15
O11958,C1331,B,2025-05-06,2025-05-10,Widget,11,4.01,5,M2,in progress,6.0
O11959,C1184,B,2025-06-26,2025-06-30,Thingamajig,64,19.41,7,M3,queued,4.46
O11960,C1032,C,2025-05-08,2025-05-18,Thingamajig,77,13.16,9,M3,queued,0.68
O11961,C1204,B,2025-05-18,2025-05-22,Gadget,81,22.65,7,M2,in progress,4.14
O11962,C1142,A,2025-06-28,2025-07-04,Thingamajig,72,21.33,8,M2,in progress,5.47
O11963,C1098,B,2025-05-29,2025-06-06,Gadget,21,4.48,11,M5,queued,4.35
O11964,C1496,B,2025-06-23,2025-06-30,Doohickey,18,6.38,10,M1,queued,4.56
O11965,C1063,A,2025-06-04,2025-06-10,Thingamajig,94,36.06,9,M2,queued,3.99
O11966,C1486,C,2025-06-19,2025-06-25,Widget,64,16.88,9,M2,delayed,1.91
O11967,C1435,C,2025-05-17,2025-05-24,Widget,82,30.06,10,M5,in progress,0.19
O11968,C1422,B,2025-05-21,2025-05-30,Thingamajig,95,27.24,7,M4,in progress,1.68
O11969,C1233,B,2025-05-13,2025-05-26,Doohickey,38,13.44,8,M5,queued,1.46
O11970,C1047,A,2025-06-14,2025-06-19,Widget,32,8.14,6,M3,queued,7.19
O11971,C1340,A,2025-06-23,2025-07-07,Doohickey,11,1.65,10,M2,queued,4.24
O11972,C1109,B,2025-05-25,2025-06-04,Thingamajig,45,7.87,11,M4,in progress,3.21
O11973,C1329,B,2025-05-24,2025-06-02,Doohickey,89,15.11,5,M1,queued,2.89
O11974,C1328,C,2025-05-11,2025-05-24,Gadget,33,6.01,7,M1,queued,0.2
O11975,C1306,B,2025-07-02,2025-07-05,Widget,41,6.31,10,M4,in progress,6.17
O11976,C1498,C,2025-06-24,2025-06-27,Doohickey,8,2.45,10,M1,queued,4.56
O11977,C1011,B,2025-06-01,2025-06-13,Widget,11,4.13,9,M2,queued,2.79
O11978,C1026,C,2025-05-21,2025-05-26,Doohickey,86,14.98,5,M1,queued,2.5
O11979,C1403,C,2025-07-03,2025-07-09,Widget,51,10.65,5,M2,queued,2.54
O11980,C1171,B,2025-05-25,2025-06-04,Widget,88,29.99,11,M2,queued,1.0
O11981,C1125,C,2025-05-13,2025-05-16,Thingamajig,41,7.45,5,M2,queued,4.06
O11982,C1065,B,2025-06-20,2025-06-28,Doohickey,17,4.33,10,M1,queued,4.37
O11983,C1403,B,2025-05-08,2025-05-14,Thingamajig,76,13.82,6,M2,queued,4.22
O11984,C1290,B,2025-06-07,2025-06-11,Widget,46,8.75,4,M5,delayed,5.52
O11985,C1106,C,2025-07-01,2025-07-04,Doohickey,32,8.43,7,M5,queued,3.96
O11986,C1036,B,2025-06-07,2025-06-13,Doohickey,79,13.94,4,M2,in progress,4.21
O11987,C1425,B,2025-05-09,2025-05-11,Gadget,80,13.58,10,M2,in progress,5.84
O11988,C1392,A,2025-06-12,2025-06-18,Widget,54,20.74,4,M5,in progress,5.53
O11989,C1284,B,2025-05-25,2025-06-04,Gadget,86,20.67,10,M1,in progress,1.93
O11990,C1107,B,2025-06-21,2025-07-02,Gadget,92,26.12,4,M4,queued,0.99
O11991,C1301,B,2025-05-29,2025-06-03,Doohickey,20,5.92,5,M4,queued,5.41
O11992,C1111,B,2025-07-03,2025-07-09,Gadget,33,9.02,8,M3,queued,4.7
O11993,C1417,C,2025-05-31,2025-06-14,Widget,74,26.0,5,M2,queued,-2.2
O11994,C1446,C,2025-06-01,2025-06-03,Thingamajig,40,14.32,5,M2,delayed,3.77
O11995,C1120,B,2025-05-31,2025-06-03,Gadget,32,9.5,11,M2,in progress,5.85
O11996,C1169,C,2025-05-15,2025-05-29,Gadget,97,32.16,9,M4,queued,-2.82
O11997,C1397,C,2025-05-16,2025-05-20,Doohickey,2,0.42,9,M2,queued,4.36
O11998,C1076,C,2025-06-27,2025-07-01,Doohickey,97,29.21,4,M5,queued,1.48
O11999,C1404,B,2025-06-11,2025-06-14,Doohickey,33,7.71,10,M2,in progress,6.03
O12000,C1462,B,2025-05-29,2025-06-03,Thingamajig,77,30.38,11,M3,delayed,2.96
O12001,C1306,B,2025-05-26,2025-06-04,Doohickey,30,11.62,5,M3,queued,3.24
O12002,C1002,C,2025-06-24,2025-07-06,Widget,33,11.37,11,M5,in progress,0.06
O12003,C1142,B,2025-06-09,2025-06-23,Widget,77,20.42,4,M4,delayed,0.36
O12004,C1440,C,2025-05-30,2025-06-01,Doohickey,26,4.13,9,M2,delayed,4.79
O12005,C1075,B,2025-05-22,2025-05-26,Doohickey,22,6.29,8,M3,queued,5.77
O12006,C1067,B,2025-05-25,2025-06-03,Thingamajig,66,11.25,7,M4,queued,3.28
O12007,C1277,B,2025-07-02,2025-07-06,Thingamajig,38,9.95,4,M1,queued,5.4
O12008,C1129,A,2025-05-31,2025-06-03,Widget,90,20.9,11,M3,in progress,6.71
O12009,C1409,A,2025-05-20,2025-05-22,Thingamajig,46,9.02,8,M4,queued,8.3
O12010,C1090,B,2025-05-19,2025-05-26,Doohickey,15,3.97,7,M4,in progress,4.8
O12011,C1057,B,2025-06-05,2025-06-10,Thingamajig,98,32.61,6,M2,in progress,2.74
O12012,C1339,B,2025-05-09,2025-05-19,Doohickey,44,14.4,4,M4,queued,2.56
O12013,C1444,B,2025-06-24,2025-07-08,Widget,49,10.26,4,M4,in progress,1.37
O12014,C1014,A,2025-06-22,2025-06-27,Gadget,75,25.8,6,M4,delayed,5.42
O12015,C1068,A,2025-05-28,2025-05-30,Thingamajig,61,20.17,6,M5,queued,7.18
O12016,C1008,B,2025-06-19,2025-06-25,Widget,67,13.48,4,M5,in progress,4.25
O12017,C1184,B,2025-05-31,2025-06-03,Widget,6,1.78,6,M4,queued,6.62
O12018,C1405,B,2025-05-29,2025-06-12,Thingamajig,9,3.27,5,M2,queued,2.07
O12019,C1404,C,2025-06-30,2025-07-11,Gadget,6,2.21,7,M4,queued,1.38
O12020,C1122,A,2025-06-20,2025-07-01,Doohickey,73,18.78,7,M1,queued,3.72
O12021,C1302,C,2025-07-02,2025-07-14,Widget,95,35.77,7,M4,in progress,-2.38
O12022,C1166,B,2025-06-21,2025-07-02,Widget,32,6.94,5,M4,queued,2.91
O12023,C1009,C,2025-06-25,2025-07-04,Gadget,41,8.55,10,M1,queued,1.54
O12024,C1090,C,2025-06-12,2025-06-23,Doohickey,76,15.12,6,M3,queued,0.09
O12025,C1136,C,2025-05-29,2025-06-12,Widget,8,2.37,8,M5,queued,0.16
O12026,C1027,A,2025-06-10,2025-06-22,Gadget,72,17.57,6,M5,in progress,3.44
O12027,C1065,C,2025-05-11,2025-05-16,Thingamajig,50,14.31,4,M2,delayed,2.57
O12028,C1380,A,2025-05-11,2025-05-14,Gadget,92,34.84,9,M5,delayed,5.32
O12029,C1216,A,2025-05-14,2025-05-24,Gadget,62,19.51,11,M2,queued,4.05
O12030,C1270,B,2025-06-08,2025-06-17,Widget,84,18.17,11,M3,in progress,2.58
O12031,C1059,C,2025-06-19,2025-06-30,Doohickey,62,17.49,7,M4,queued,-0.15
O12032,C1382,B,2025-07-03,2025-07-09,Thingamajig,7,1.24,6,M4,queued,5.48
O12033,C1033,A,2025-05-15,2025-05-27,Gadget,75,29.99,8,M3,in progress,2.2
O12034,C1244,B,2025-05-16,2025-05-18,Thingamajig,84,29.12,4,M4,queued,4.29
O12035,C1230,B,2025-06-09,2025-06-14,Doohickey,80,26.55,5,M3,queued,3.34
O12036,C1399,C,2025-05-10,2025-05-14,Thingamajig,4,0.75,10,M4,queued,4.32
O12037,C1186,B,2025-06-18,2025-06-30,Thingamajig,6,1.46,5,M5,queued,3.05
O12038,C1263,A,2025-06-23,2025-07-07,Widget,58,16.53,8,M5,delayed,2.75
O12039,C1304,C,2025-06-26,2025-07-07,Doohickey,22,5.02,4,M4,queued,1.1
O12040,C1056,C,2025-06-04,2025-06-09,Gadget,26,4.57,7,M1,queued,3.54
O12041,C1232,A,2025-05-25,2025-05-30,Widget,3,0.97,6,M3,queued,7.9
O12042,C1258,B,2025-06-08,2025-06-15,Widget,41,12.68,4,M2,queued,3.93
O12043,C1114,B,2025-05-30,2025-06-10,Gadget,60,16.99,11,M4,in progress,1.9
O12044,C1485,B,2025-05-23,2025-06-05,Doohickey,14,3.37,10,M2,queued,2.46
O12045,C1315,B,2025-05-19,2025-05-31,Thingamajig,75,25.13,5,M2,in progress,0.69
O12046,C1023,A,2025-06-10,2025-06-22,Doohickey,82,28.35,10,M2,queued,2.36
O12047,C1373,B,2025-06-28,2025-07-06,Doohickey,12,2.09,10,M1,queued,4.59
O12048,C1402,C,2025-05-08,2025-05-15,Thingamajig,87,21.83,8,M1,queued,1.02
O12049,C1466,C,2025-06-27,2025-07-07,Thingamajig,12,4.64,8,M5,queued,1.54
O12050,C1444,C,2025-05-22,2025-06-04,Thingamajig,13,3.71,6,M3,queued,0.43
O12051,C1338,C,2025-05-22,2025-05-28,Doohickey,25,8.28,8,M4,in progress,2.77
O12052,C1267,B,2025-06-26,2025-07-05,Gadget,45,8.86,8,M4,in progress,3.51
O12053,C1155,A,2025-06-20,2025-06-28,Doohickey,19,3.81,4,M4,delayed,6.42
O12054,C1235,A,2025-05-19,2025-05-30,Gadget,55,18.2,11,M4,queued,3.78
O12055,C1330,C,2025-05-31,2025-06-04,Doohickey,45,14.24,7,M3,queued,2.98
O12056,C1494,B,2025-06-16,2025-06-22,Gadget,8,1.51,6,M4,queued,5.45
O12057,C1016,C,2025-06-18,2025-07-01,Thingamajig,93,14.32,4,M4,in progress,-0.63
O12058,C1032,B,2025-06-23,2025-07-01,Doohickey,53,12.88,7,M3,queued,3.51
O12059,C1246,A,2025-05-09,2025-05-14,Doohickey,55,9.1,10,M5,queued,7.09
O12060,C1434,B,2025-05-30,2025-06-08,Widget,32,8.06,4,M1,queued,3.59
O12061,C1206,B,2025-06-08,2025-06-12,Gadget,51,14.87,9,M4,queued,4.91
O12062,C1219,A,2025-06-29,2025-07-05,Doohickey,44,8.16,4,M1,queued,6.78
O12063,C1352,A,2025-05-18,2025-05-20,Doohickey,82,21.73,8,M1,in progress,7.03
O12064,C1056,C,2025-05-15,2025-05-17,Thingamajig,70,11.45,7,M4,queued,4.06
O12065,C1252,B,2025-06-09,2025-06-21,Gadget,18,3.42,6,M5,delayed,2.86
O12066,C1365,B,2025-05-29,2025-06-05,Gadget,83,23.39,6,M2,delayed,2.86
O12067,C1466,B,2025-05-06,2025-05-10,Doohickey,22,8.15,7,M2,in progress,5.58
O12068,C1228,B,2025-05-10,2025-05-23,Gadget,37,7.38,8,M4,delayed,2.06
O12069,C1038,B,2025-06-20,2025-06-23,Gadget,96,31.75,5,M3,in progress,3.63
O12070,C1461,A,2025-06-11,2025-06-25,Gadget,56,11.34,4,M3,queued,3.27
O12071,C1042,C,2025-05-20,2025-05-28,Gadget,59,10.47,8,M5,queued,1.75
O12072,C1165,B,2025-06-27,2025-07-10,Gadget,3,0.63,9,M4,in progress,2.74
O12073,C1312,C,2025-05-29,2025-06-05,Widget,28,6.28,11,M3,in progress,2.57
O12074,C1076,A,2025-06-20,2025-06-27,Widget,74,15.85,10,M1,queued,5.62
O12075,C1034,C,2025-05-10,2025-05-19,Doohickey,35,11.35,7,M4,delayed,1.26
O12076,C1065,C,2025-06-19,2025-06-28,Gadget,61,12.18,11,M4,delayed,1.18
O12077,C1141,A,2025-06-05,2025-06-14,Thingamajig,93,35.75,4,M2,queued,2.82
O12078,C1320,B,2025-06-26,2025-07-08,Doohickey,54,16.72,6,M2,in progress,1.53
O12079,C1325,C,2025-07-01,2025-07-10,Doohickey,63,13.28,10,M4,queued,1.07
O12080,C1300,B,2025-05-27,2025-06-09,Gadget,79,13.7,11,M1,in progress,1.43
O12081,C1281,A,2025-05-26,2025-06-07,Gadget,97,16.31,5,M3,queued,3.57
O12082,C1365,B,2025-06-25,2025-07-08,Widget,7,1.05,11,M1,queued,2.7
O12083,C1167,A,2025-05-18,2025-05-24,Doohickey,76,28.88,9,M2,delayed,4.71
O12084,C1196,C,2025-07-03,2025-07-10,Doohickey,49,10.57,6,M3,queued,2.14
O12085,C1306,C,2025-05-16,2025-05-21,Gadget,94,36.37,7,M5,in progress,0.36
O12086,C1272,B,2025-05-28,2025-06-10,Doohickey,85,23.03,4,M4,queued,0.5
O12087,C1151,B,2025-05-10,2025-05-13,Thingamajig,31,10.76,7,M2,in progress,5.72
O12088,C1233,C,2025-06-11,2025-06-20,Gadget,58,15.9,10,M3,queued,0.81
O12089,C1259,B,2025-05-20,2025-06-03,Doohickey,61,19.71,4,M2,queued,0.43
O12090,C1310,B,2025-05-28,2025-06-02,Widget,24,5.7,8,M5,in progress,5.43
O12091,C1221,A,2025-06-28,2025-07-04,Widget,20,3.52,5,M5,in progress,7.25
O12092,C1051,A,2025-06-10,2025-06-13,Thingamajig,37,6.97,8,M2,queued,8.1
O12093,C1407,C,2025-06-05,2025-06-13,Thingamajig,4,1.17,8,M1,queued,2.68
O12094,C1360,A,2025-05-20,2025-05-31,Gadget,92,17.28,7,M1,queued,3.87
O12095,C1059,A,2025-05-27,2025-05-30,Thingamajig,20,4.81,10,M1,in progress,8.32
O12096,C1437,B,2025-05-30,2025-06-08,Doohickey,60,11.86,5,M4,delayed,3.21
O12097,C1336,A,2025-07-01,2025-07-09,Gadget,24,4.23,11,M4,in progress,6.38
O12098,C1334,B,2025-05-22,2025-05-28,Widget,50,9.02,4,M5,queued,4.7
O12099,C1450,C,2025-05-15,2025-05-20,Doohickey,49,8.21,4,M1,queued,3.18
O12100,C1394,B,2025-05-19,2025-06-01,Doohickey,51,12.63,9,M5,queued,1.54
O12101,C1283,B,2025-05-17,2025-05-25,Thingamajig,96,26.24,6,M2,in progress,2.18
O12102,C1370,A,2025-06-02,2025-06-08,Doohickey,36,10.39,9,M4,in progress,6.56
O12103,C1444,B,2025-06-03,2025-06-14,Gadget,98,38.52,11,M2,queued,-0.25
O12104,C1111,A,2025-07-04,2025-07-08,Thingamajig,66,20.53,9,M4,queued,6.35
O12105,C1221,B,2025-05-26,2025-06-07,Doohickey,79,20.13,4,M3,queued,1.19
O12106,C1232,B,2025-05-15,2025-05-23,Widget,34,12.7,7,M3,in progress,3.53
O12107,C1455,C,2025-07-02,2025-07-16,Thingamajig,36,7.34,8,M5,queued,-0.33
O12108,C1117,B,2025-06-15,2025-06-18,Widget,6,1.72,10,M5,in progress,6.63
O12109,C1212,C,2025-06-25,2025-07-06,Gadget,39,10.73,8,M4,in progress,0.53
O12110,C1174,B,2025-06-30,2025-07-04,Widget,42,12.67,8,M5,queued,5.13
O12111,C1424,B,2025-06-01,2025-06-15,Doohickey,58,20.26,5,M3,delayed,0.37
O12112,C1233,B,2025-06-29,2025-07-04,Widget,12,2.07,4,M4,queued,5.79
O12113,C1205,C,2025-05-24,2025-06-03,Thingamajig,3,0.8,11,M1,delayed,1.92
O12114,C1213,B,2025-06-14,2025-06-22,Gadget,18,3.99,11,M1,in progress,4.4
O12115,C1374,B,2025-05-14,2025-05-26,Thingamajig,40,6.18,10,M5,queued,2.58
O12116,C1049,C,2025-05-11,2025-05-16,Doohickey,21,6.04,7,M3,in progress,3.4
O12117,C1161,C,2025-06-06,2025-06-19,Widget,15,4.74,5,M2,in progress,0.33
O12118,C1219,C,2025-06-15,2025-06-17,Doohickey,97,35.96,6,M3,in progress,1.6
O12119,C1161,B,2025-05-26,2025-05-30,Widget,99,35.93,7,M2,queued,2.81
O12120,C1341,B,2025-06-30,2025-07-04,Gadget,26,5.14,9,M4,in progress,5.89
O12121,C1131,A,2025-05-20,2025-05-23,Gadget,8,2.89,7,M3,queued,8.51
O12122,C1192,B,2025-06-10,2025-06-13,Doohickey,94,15.3,7,M1,queued,5.27
O12123,C1489,C,2025-07-04,2025-07-11,Gadget,87,15.17,8,M2,queued,1.68
O12124,C1079,B,2025-06-13,2025-06-22,Widget,42,15.74,7,M4,delayed,2.83
O12125,C1352,B,2025-05-24,2025-06-05,Widget,44,10.45,11,M1,in progress,2.16
O12126,C1473,B,2025-05-08,2025-05-18,Thingamajig,14,4.43,9,M1,queued,3.56
O12127,C1243,A,2025-06-06,2025-06-20,Widget,78,22.41,9,M1,queued,2.16
O12128,C1035,A,2025-05-24,2025-05-27,Thingamajig,2,0.78,4,M4,in progress,8.72
O12129,C1047,A,2025-06-27,2025-07-06,Gadget,37,7.91,7,M5,in progress,5.61
O12130,C1426,B,2025-06-24,2025-07-07,Thingamajig,69,20.82,8,M4,queued,0.72
O12131,C1044,B,2025-05-12,2025-05-19,Doohickey,38,7.55,7,M3,queued,4.44
O12132,C1048,C,2025-05-24,2025-06-02,Widget,41,14.39,6,M4,in progress,0.96
O12133,C1222,C,2025-06-13,2025-06-25,Doohickey,62,10.27,6,M2,delayed,0.17
O12134,C1050,A,2025-06-25,2025-06-30,Thingamajig,60,12.11,8,M2,in progress,6.79
O12135,C1382,C,2025-05-28,2025-06-06,Gadget,14,2.6,4,M3,in progress,2.14
O12136,C1379,C,2025-06-25,2025-06-27,Thingamajig,89,22.96,4,M2,queued,2.9
O12137,C1191,B,2025-06-19,2025-06-29,Doohickey,84,14.39,9,M2,queued,2.56
O12138,C1416,B,2025-05-15,2025-05-25,Thingamajig,2,0.37,9,M2,queued,3.96
O12139,C1067,C,2025-06-19,2025-06-23,Doohickey,70,27.38,5,M4,queued,1.66
O12140,C1285,B,2025-05-26,2025-06-01,Widget,17,6.77,8,M2,queued,4.92
O12141,C1031,A,2025-05-23,2025-05-26,Doohickey,89,32.96,7,M5,queued,5.5
O12142,C1301,C,2025-06-12,2025-06-25,Doohickey,28,8.9,10,M1,queued,-0.09
O12143,C1490,C,2025-05-21,2025-05-30,Doohickey,66,16.03,8,M4,queued,0.8
O12144,C1288,C,2025-06-03,2025-06-10,Doohickey,35,12.1,5,M5,queued,1.99
O12145,C1288,B,2025-05-20,2025-05-29,Thingamajig,5,0.78,9,M2,in progress,4.32
O12146,C1169,B,2025-05-29,2025-06-02,Widget,65,22.39,8,M2,queued,4.16
O12147,C1344,B,2025-05-12,2025-05-19,Gadget,40,11.66,8,M2,in progress,4.03
O12148,C1063,A,2025-06-14,2025-06-20,Thingamajig,76,18.55,9,M1,queued,5.74
O12149,C1211,C,2025-06-24,2025-07-03,Thingamajig,56,13.48,11,M2,queued,1.05
O12150,C1182,C,2025-05-27,2025-06-09,Thingamajig,36,13.04,5,M2,queued,-0.5
O12151,C1448,A,2025-05-26,2025-05-28,Doohickey,45,12.65,9,M3,queued,7.93
O12152,C1341,A,2025-06-15,2025-06-20,Gadget,23,7.64,4,M4,queued,7.24
O12153,C1482,B,2025-06-09,2025-06-23,Thingamajig,47,10.31,7,M4,in progress,1.37
O12154,C1385,B,2025-07-01,2025-07-14,Thingamajig,31,6.16,9,M5,queued,2.18
O12155,C1217,C,2025-05-11,2025-05-25,Gadget,11,3.24,5,M1,queued,0.08
O12156,C1445,C,2025-06-17,2025-06-23,Widget,10,1.71,6,M2,queued,3.43
O12157,C1469,B,2025-05-17,2025-05-24,Gadget,67,20.4,4,M1,queued,3.16
O12158,C1370,C,2025-05-10,2025-05-20,Gadget,14,3.36,6,M3,queued,1.66
O12159,C1027,B,2025-05-14,2025-05-19,Doohickey,80,19.19,10,M1,in progress,4.08
O12160,C1496,B,2025-05-20,2025-05-29,Thingamajig,74,14.68,9,M4,in progress,2.93
O12161,C1148,A,2025-06-17,2025-06-19,Doohickey,93,21.28,4,M1,queued,7.07
O12162,C1308,B,2025-05-16,2025-05-28,Widget,10,2.67,7,M3,delayed,2.93
O12163,C1160,B,2025-05-29,2025-06-08,Thingamajig,76,15.91,9,M1,queued,2.41
